Mã Sản Phẩm,Mã Chi Nhánh,Chi Nhánh,Khu Vực,Tên Sản Phẩm,Tồn Kho Hiện Tại,Trung Bình daily_demand,Forecast Demand 30d,Tồn Kho An Toàn,Điểm Đặt Hàng Lại,Eoq,Expected Stock After 30d,Action,Priority,Quantity Needed,Unit
25.L1.3060.GT3608.54,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3608 Loại 1,2022,0.6739999999999999,20.219999999999995,0.8799488500112765,5.597948850011276,99.19879031520495,2001.78,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3609.50,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3609 Loại 1,545,0.18166666666666667,5.45,0.23717711338088318,1.5088437800475498,51.50080905513363,539.55,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3609.51,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3609 Loại 1,1098,0.366,10.979999999999997,0.47783572567377924,3.039835725673779,73.09993160051519,1087.02,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3609.53,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3609 Loại 1,1027,0.3423333333333333,10.269999999999994,0.44693742282966425,2.8432707561629975,70.69700606579225,1016.73,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3609.54,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3609 Loại 1,1003,0.3343333333333333,10.03,0.4364929260936253,2.7768262594269584,69.86606233835327,992.97,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3610.50,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3610 Loại 1,1548,0.516,15.48,0.6736700394745084,4.285670039474509,86.79631328576117,1532.52,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3610.51,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3610 Loại 1,2533,0.8443333333333334,25.330000000000013,1.1023295930161048,7.012662926349439,111.0282246398035,2507.67,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3610.57,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3610 Loại 1,2065,0.6883333333333334,20.649999999999995,0.8986619066633462,5.716995239996679,100.24802574947134,2044.35,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3611.54,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3611 Loại 1,3276,1.0919999999999999,32.75999999999999,1.4256738044693082,9.069673804469307,126.26638507536357,3243.24,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3611.61,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3611 Loại 1,1802,0.6006666666666667,18.019999999999996,0.7842076299309202,4.9888742965975865,93.64685436966548,1783.98,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3614.50,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3614 Loại 1,9023,3.0076666666666667,90.22999999999999,3.926695585386622,24.98036225205329,209.5517438088582,8932.77,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3614.53,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3614 Loại 1,3110,1.0366666666666666,31.09999999999999,1.3534327020450396,8.610099368711705,123.02574256363313,3078.9,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3614.57,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3614 Loại 1,3174,1.058,31.740000000000002,1.3812846933411433,8.787284693341144,124.28515599217792,3142.26,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3614V.54,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3614V Loại 1,958,0.31933333333333336,9.579999999999998,0.41690949471355243,2.652242828046886,68.28079280930082,948.42,SURPLUS,LOW,0.0,Viên
25.L1.3060.GT3614V.57,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GT3614V Loại 1,617,0.20566666666666666,6.17,0.2685106035889998,1.7081772702556663,54.79720187503494,610.83,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3601.50,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3601 Loại 1,577,0.19233333333333336,5.769999999999999,0.251103109028935,1.5974364423622684,52.99119423703024,571.23,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3602.50,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3602 Loại 1,70,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,67.0,OK,LOW,0.0,Viên
25.L1.3060.GTD3602.51,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3602 Loại 1,472,0.15733333333333333,4.720000000000001,0.20540843580876486,1.3067417691420982,47.92772336202364,467.28,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3602.55,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3602 Loại 1,273,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,270.0,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3608.50,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3608 Loại 1,33,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,30.0,OK,LOW,0.0,Viên
25.L1.3060.GTD3608.51,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3608 Loại 1,380,0.12666666666666668,3.799999999999999,0.16537119832061578,1.0520378649872826,43.00387579432037,376.2,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3608.54,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3608 Loại 1,319,0.10633333333333334,3.189999999999999,0.13882476911651692,0.8831581024498503,39.401353614649665,315.81,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3610.50,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3610 Loại 1,2128,0.7093333333333334,21.28,0.9260787105954484,5.891412043928782,101.76574407268228,2106.72,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3610.51,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3610 Loại 1,238,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,235.0,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3610.57,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3610 Loại 1,2240,0.7466666666666667,22.4,0.9748196953636299,6.2014863620302965,104.4094504024101,2217.6,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3614.50,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3614 Loại 1,426,0.142,4.26,0.18538981706469027,1.1793898170646901,45.53240604229036,421.74,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3614.54,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3614 Loại 1,704,0.23466666666666666,7.039999999999999,0.3063719042571408,1.9490385709238076,58.53318147284781,696.96,SURPLUS,LOW,0.0,Viên
25.L1.3060.GTD3614.57,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS GTD3614 Loại 1,774,0.258,7.74,0.3368350197372542,2.1428350197372543,61.37426170635375,766.26,SURPLUS,LOW,0.0,Viên
25.L1.4080.FP948603.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS FP948603 Loại 1 5 Viên,588,0.196,5.879999999999999,0.25589017003295284,1.6278901700329529,53.49392488871984,582.12,SURPLUS,LOW,0.0,Viên
25.L1.4080.FP948604.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS FP948604 Loại 1 5 Viên,7280,2.4266666666666667,72.8,3.168164009931797,20.154830676598465,188.22681353445194,7207.2,SURPLUS,LOW,0.0,Viên
25.L1.4080.FP948604.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS FP948604 Loại 1 5 Viên,1439,137.5,4125.0,230.7929521291832,1193.2929521291833,1416.8627315304755,-2686.0,RESTOCK,MEDIUM,1416.8627315304755,Viên
25.L1.4080.FP948604.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS FP948604 Loại 1 5 Viên,3052,1.0173333333333334,30.520000000000003,1.3281918349329456,8.44952516826628,121.87315810573988,3021.48,SURPLUS,LOW,0.0,Viên
25.L1.4080.FP948604D.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS FP948604D Loại 1 5 Viên,1400,0.4666666666666667,14.0,0.6092623096022686,3.875928976268935,82.54291812949997,1386.0,SURPLUS,LOW,0.0,Viên
25.L1.6060.FP96600.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FP96600 Loại 1,840,0.28,8.4,0.3655573857613612,2.3255573857613614,63.93746945258312,831.6,SURPLUS,LOW,0.0,Viên
25.L1.6060.FP96601.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FP96601 Loại 1,280,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,277.0,SURPLUS,LOW,0.0,Viên
25.L1.6060.FP96601.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FP96601 Loại 1,2882,495.5,14865.0,1874.0387712889676,5342.538771288968,2689.665406700246,-11983.0,URGENT_RESTOCK,HIGH,2689.665406700246,Viên
25.L1.6060.FP96608.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FP96608 Loại 1,3396,369.5,11085.0,483.1265797904235,3069.6265797904234,2322.649349342255,-7689.0,RESTOCK,MEDIUM,2322.649349342255,Viên
25.L1.6060.FP966602.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FP966602 Loại 1,1164,0.388,11.64,0.5065580916978862,3.2225580916978864,75.26486564128047,1152.36,SURPLUS,LOW,0.0,Viên
25.L1.6060.FP96666.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FP96666 Loại 1,1918,0.6393333333333333,19.18,0.8346893641551081,5.310022697488441,96.61400864608954,1898.82,SURPLUS,LOW,0.0,Viên
25.L1.6060.FP96666.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FP96666 Loại 1,3752,1.2506666666666668,37.52000000000001,1.6328229897340802,10.387489656400748,135.12858074194864,3714.48,SURPLUS,LOW,0.0,Viên
25.L1.6060.FPH966001.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FPH966001 loại 1,846,99.0,2821.500000000001,451.5684937988004,1144.5684937988003,1202.2478945708326,-1975.500000000001,URGENT_RESTOCK,HIGH,1202.2478945708326,Viên
25.L1.6060.FPH966001.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FPH966001 loại 1,504,0.168,5.040000000000001,0.21933443145681672,1.3953344314568168,49.52575087769998,498.96,SURPLUS,LOW,0.0,Viên
25.L1.6060.FPU966001.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS FPU966001 Loại 1,652,26.0,818.9999999999998,149.53399212313087,331.5339921231309,616.1168720299745,-166.99999999999977,RESTOCK,MEDIUM,616.1168720299745,Viên
25.L1.6060.GHP6001.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6001 loại 1,2240,0.7466666666666667,22.4,0.9748196953636299,6.2014863620302965,104.4094504024101,2217.6,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6002.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6002 loại 1,1751,0.5836666666666667,17.509999999999994,0.7620130743668375,4.847679741033504,92.31215160168965,1733.49,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6003.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6003 loại 1,1713,0.571,17.13,0.7454759545347758,4.742475954534775,91.30498343464063,1695.87,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6004.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6004 loại 1,1693,0.5643333333333334,16.930000000000003,0.7367722072547435,4.687105540588077,90.77040633745487,1676.07,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6004.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6004 loại 1,168,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,165.0,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6004.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6004 loại 1,981,0.327,9.81,0.4269188040855897,2.71591880408559,69.0955859661093,971.19,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6005.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6005 loại 1,1730,0.5766666666666667,17.3,0.7528741397228034,4.78954080638947,91.75692526089425,1712.7,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6007.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6007 loại 1,2190,0.7300000000000001,21.900000000000006,0.9530603271635489,6.06306032716355,103.23759005323595,2168.1,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6009.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6009 loại 1,1462,0.48733333333333334,14.620000000000003,0.6362439261703692,4.0475772595037025,84.3508545698659,1447.38,SURPLUS,LOW,0.0,Viên
25.L1.6060.GHP6010.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GHP6010 loại 1,2473,0.8243333333333334,24.72999999999999,1.0762183511760075,6.846551684509341,109.70536298042438,2448.27,SURPLUS,LOW,0.0,Viên
25.L1.6060.GP6051.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GP6051 loại 1,5369,1.7896666666666665,53.69000000000001,2.3365209573247,14.864187623991365,161.64508447006153,5315.31,SURPLUS,LOW,0.0,Viên
25.L1.6060.GP6053.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GP6053 loại 1,4095,1.365,40.95000000000001,1.7820922555866356,11.337092255586635,141.17011015083895,4054.05,SURPLUS,LOW,0.0,Viên
25.L1.6060.GP6053.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GP6053 loại 1,2907,0.969,29.070000000000007,1.2650896671527105,8.04808966715271,118.94284341649143,2877.93,SURPLUS,LOW,0.0,Viên
25.L1.6060.GP6055.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS GP6055 loại 1,1639,0.5463333333333333,16.39,0.713272089598656,4.537605422931989,89.31106687676878,1622.61,SURPLUS,LOW,0.0,Viên
25.L1.8080.FP18600.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS FP18600 Loại 1,56,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,53.0,OK,LOW,0.0,Viên
25.L1.8080.FP18601.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS FP18601 Loại 1,1462,0.48733333333333334,14.620000000000003,0.6362439261703692,4.0475772595037025,84.3508545698659,1447.38,SURPLUS,LOW,0.0,Viên
25.L1.8080.FP18608.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS FP18608 Loại 1,1208,160.5,4815.0,507.74449468420306,1631.2444946842031,1530.7841127997115,-3607.0,URGENT_RESTOCK,HIGH,1530.7841127997115,Viên
27.L1.6060.UN601.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS UN601 loại 1,56,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,53.0,OK,LOW,0.0,Viên
27.L1.6060.UN602.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS UN602 loại 1,2160,0.7200000000000001,21.599999999999994,0.9400047062435003,5.980004706243501,102.52804494381037,2138.4,SURPLUS,LOW,0.0,Viên
27.L1.6060.UN603.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS UN603 loại 1,868,0.28933333333333333,8.68,0.3777426319534066,2.4030759652867397,64.9943587295595,859.32,SURPLUS,LOW,0.0,Viên
27.L1.6060.UN604.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS UN604 loại 1,4190,1.3966666666666667,41.90000000000001,1.8234350551667897,11.600101721833457,142.79822594602965,4148.1,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3604.01,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3604 Loại 1,1204,0.4013333333333334,12.040000000000003,0.5239655862579511,3.3332989195912845,76.54715322379185,1191.96,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3604.02,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3604 Loại 1,1617,0.539,16.169999999999998,0.7036979675906203,4.476697967590621,88.70963870966897,1600.83,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3604.07,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3604 Loại 1,937,67.66666666666667,2030.0000000000005,17.587887922798146,491.2545545894648,993.9483554658831,-1093.0000000000005,RESTOCK,MEDIUM,993.9483554658831,Viên
29.L1.3060.FC3604D.01,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3604D Loại 1,251,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,248.0,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3604D.02,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3604D Loại 1,365,0.12166666666666666,3.6499999999999995,0.15884338786059146,1.010510054527258,42.14656965084268,361.35,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3604D.07,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3604D Loại 1,230,33.5,1005.0,187.711601065069,422.211601065069,699.3568473962345,-775.0,URGENT_RESTOCK,HIGH,699.3568473962345,Viên
29.L1.3060.FC3604D.08,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3604D Loại 1,312,0.10400000000000001,3.120000000000001,0.1357784575685056,0.8637784575685057,38.966652409464174,308.88,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3604D.12,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3604D Loại 1,271,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,268.0,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3605.01,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3605 Loại 1,710,0.2366666666666667,7.099999999999999,0.3089830284411506,1.9656496951078173,58.782083438181516,702.9,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3605.03,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3605 Loại 1,5022,1.674,50.22,2.185510942016138,13.903510942016137,156.33425728227323,4971.78,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3605.05,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3605 Loại 1,1248,0.41600000000000004,12.480000000000004,0.5431138302740224,3.4551138302740227,77.93330481892835,1235.52,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3605.07,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3605 Loại 1,1350,0.45,13.499999999999996,0.5875029414021876,3.7375029414021874,81.05553651663777,1336.5,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3605.09,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3605 Loại 1,1396,0.4653333333333334,13.960000000000003,0.6075215601462622,3.8648548934795954,82.42491532702152,1382.04,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3605.10,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3605 Loại 1,1118,0.37266666666666665,11.180000000000003,0.48653947295381167,3.0952061396204784,73.76268252533481,1106.82,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3605.12,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3605 Loại 1,1701,157.4,4485.900000000001,642.9265527591543,1744.7265527591544,1515.9287582205175,-2784.9000000000005,URGENT_RESTOCK,HIGH,1515.9287582205175,Viên
29.L1.3060.FC3606.01,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606 Loại 1,3598,1.1993333333333334,35.980000000000004,1.5658041356778307,9.961137469011163,132.3263642161556,3562.02,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606.02,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606 Loại 1,2209,0.7363333333333333,22.090000000000003,0.9613288870795795,6.115662220412912,103.68445720871892,2186.91,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606.05,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606 Loại 1,2980,0.9933333333333334,29.799999999999997,1.296858344724829,8.250191678058163,120.42701800952588,2950.2,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606.06,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606 Loại 1,2975,0.9916666666666667,29.750000000000004,1.294682407904821,8.236349074571487,120.32594621831709,2945.25,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606.07,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606 Loại 1,4416,1.4720000000000002,44.16000000000001,1.9217873994311563,12.225787399431159,146.598772164026,4371.84,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606.08,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606 Loại 1,2085,0.6950000000000001,20.85,0.9073656539433788,5.772365653943379,100.7323185477233,2064.15,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606.09,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606 Loại 1,3074,1.0246666666666668,30.740000000000016,1.3377659569409817,8.510432623607649,122.31162386843425,3043.2599999999998,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606.11,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606 Loại 1,3251,1.0836666666666666,32.50999999999999,1.414794120369268,9.000460787035934,125.78367673642448,3218.49,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606D.01,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606D Loại 1,316,0.10533333333333333,3.1599999999999997,0.13751920702451206,0.8748525403578454,39.215643137231176,312.84,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606D.02,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606D Loại 1,583,0.19433333333333333,5.830000000000002,0.25371423321294473,1.6140475665462781,53.265999161441314,577.17,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606D.03,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606D Loại 1,174,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,171.0,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606D.07,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606D Loại 1,315,0.105,3.15,0.13708401966051045,0.8720840196605104,39.153543900903784,311.85,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606V.01,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606V Loại 1,210,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,207.0,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606V.02,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606V Loại 1,570,0.19,5.700000000000003,0.24805679748092363,1.5780567974809236,52.66877632905477,564.3,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606V.03,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606V Loại 1,485,0.16166666666666668,4.850000000000002,0.21106587154078596,1.3427325382074529,48.58326186386968,480.15,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606V.05,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606V Loại 1,1009,0.3363333333333333,10.090000000000003,0.43910405027763505,2.7934373836109683,70.07472202347053,998.91,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3606V.07,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3606V Loại 1,638,0.21266666666666667,6.379999999999998,0.27764953823303384,1.7663162048997005,55.721928657695734,631.62,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3610.01,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3610 Loại 1,694,0.23133333333333334,6.940000000000001,0.3020200306171246,1.9213533639504579,58.115976002013994,687.06,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3610.03,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3610 Loại 1,4047,1.349,40.46999999999998,1.761203262114558,11.204203262114557,140.34030069798197,4006.53,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3610.04,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3610 Loại 1,336,0.112,3.3600000000000008,0.14622295430454446,0.9302229543045445,40.43760625952036,332.64,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3610.06,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3610 Loại 1,1625,0.5416666666666666,16.249999999999996,0.7071794665026332,4.4988461331693,88.928810479694,1608.75,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3610D.02,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3610D Loại 1,245,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,242.0,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3610V.01,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS FC3610V Loại 1,383,0.12766666666666668,3.830000000000001,0.16667676041262067,1.0603434270792873,43.173294214518,379.17,SURPLUS,LOW,0.0,Viên
